rank,source_file,prob,site,max_bout_all,bout_dur_all,n_seg_all,max_bout,n_nontype1_total,n_distinct_nontype1,aci,duty_cycle,peak_rate,orig_path
2763,yongxing_2024-05-02-birdnet-18_04_13,0.0354850163326581,yongxing,11.0,3.729330000000005,59.0,3.0,0.0,0.0,359.60791015625,0.1874166888829645,32.36130867709815,inputs/yongxing_2024-05-02-birdnet-18_04_13.mp3
2764,liangzhuang_2024-07-14-birdnet-09_12_22,0.0354831204328694,liangzhuang,13.0,7.310663333333336,57.0,1.0,0.0,0.0,341.2372741699219,0.4524126899493468,7.071302298173246,inputs/liangzhuang_2024-07-14-birdnet-09_12_22.mp3
2765,liangzhuang_2023-05-22-birdnet-12_48_48,0.0354710258520113,liangzhuang,7.0,2.1613299999999978,33.0,1.0,5.0,1.0,369.6564025878906,0.0925086643561717,56.55619596541787,inputs/liangzhuang_2023-05-22-birdnet-12_48_48.mp3
2766,minqin_2023-05-18-birdnet-17_55_22,0.0354698646580582,minqin,11.0,4.426663333333341,29.0,1.0,0.0,0.0,385.1510620117188,0.1199680085310583,36.66666666666666,inputs/minqin_2023-05-18-birdnet-17_55_22.mp3
2767,yongxing_2023-05-27-birdnet-16_44_08,0.0354692271289159,yongxing,16.0,9.131996666666666,59.0,9.0,0.0,0.0,364.0711059570313,0.2236736870167955,25.92371871275328,inputs/yongxing_2023-05-27-birdnet-16_44_08.mp3
2768,liangzhuang_2023-05-27-birdnet-09_43_08,0.0354679918626763,liangzhuang,10.0,4.766663333333332,53.0,8.0,0.0,0.0,343.924560546875,0.1306318315115969,27.551020408163264,inputs/liangzhuang_2023-05-27-birdnet-09_43_08.mp3
2769,liangzhuang_2023-05-25-birdnet-09_17_28,0.035462316781699,liangzhuang,11.0,5.046663333333333,54.0,5.0,0.0,0.0,363.8372802734375,0.1988802985870434,28.15013404825737,inputs/liangzhuang_2023-05-25-birdnet-09_17_28.mp3
2770,yongxing_2023-05-27-birdnet-12_49_36,0.0354606204942869,yongxing,22.0,7.571996666666669,74.0,1.0,1.0,1.0,360.713134765625,0.0858437749933351,73.75776397515527,inputs/yongxing_2023-05-27-birdnet-12_49_36.mp3
2771,yongxing_2024-04-23-birdnet-16_18_13,0.0354475500255216,yongxing,17.0,5.014663333333333,74.0,2.0,1.0,1.0,359.52886962890625,0.158357771260997,36.40572390572391,inputs/yongxing_2024-04-23-birdnet-16_18_13.mp3
2772,liangzhuang_2023-06-20-birdnet-18_16_26,0.0354450543063437,liangzhuang,7.0,2.3559966666666665,45.0,2.0,5.0,1.0,371.19342041015625,0.1322314049586777,29.73790322580645,inputs/liangzhuang_2023-06-20-birdnet-18_16_26.mp3
2773,liangzhuang_2023-05-26-birdnet-19_48_05,0.0354326796472399,liangzhuang,6.0,1.76933,47.0,2.0,1.0,1.0,351.36199951171875,0.0887763263129832,42.41741741741742,inputs/liangzhuang_2023-05-26-birdnet-19_48_05.mp3
2774,yongxing_2024-04-21-birdnet-04_27_12,0.035430290228131,yongxing,7.0,2.4559966666666657,43.0,1.0,10.0,1.0,358.71148681640625,0.1500933084510797,48.40142095914743,inputs/yongxing_2024-04-21-birdnet-04_27_12.mp3
2775,liangzhuang_2024-07-12-birdnet-05_37_49,0.035427768420396,liangzhuang,14.0,4.773330000000005,53.0,3.0,0.0,0.0,339.84912109375,0.1396960810450546,19.56106870229008,inputs/liangzhuang_2024-07-12-birdnet-05_37_49.mp3
2776,minqin_2023-05-19-birdnet-16_23_12,0.0354224046700762,minqin,5.0,1.7346633333333332,35.0,2.0,0.0,0.0,425.592041015625,0.0831778192482004,31.25,inputs/minqin_2023-05-19-birdnet-16_23_12.mp3
2777,yongxing_2024-04-21-birdnet-10_17_46,0.0354215669357054,yongxing,8.0,2.5759966666666667,47.0,1.0,7.0,1.0,368.5257873535156,0.0946414289522794,44.014084507042256,inputs/yongxing_2024-04-21-birdnet-10_17_46.mp3
2778,yongxing_2023-05-23-birdnet-05_40_34,0.035421232471122,yongxing,9.0,3.935996666666666,55.0,6.0,1.0,1.0,375.4429931640625,0.1943481738203145,21.776406035665296,inputs/yongxing_2023-05-23-birdnet-05_40_34.mp3
2779,liangzhuang_2023-05-27-birdnet-07_34_37,0.0353978352440854,liangzhuang,6.0,3.726663333333335,13.0,4.0,0.0,0.0,372.9117431640625,0.119168221807518,64.31767337807607,inputs/liangzhuang_2023-05-27-birdnet-07_34_37.mp3
2780,guanyinya_2023-06-16-birdnet-08_05_08,0.0353925899567623,guanyinya,11.0,5.302663333333339,39.0,3.0,0.0,0.0,367.9702758789063,0.07544654758731,131.18374558303887,inputs/guanyinya_2023-06-16-birdnet-08_05_08.mp3
2781,yongxing_2024-04-21-birdnet-05_50_43,0.0353826675039869,yongxing,6.0,1.97333,52.0,1.0,0.0,0.0,361.92034912109375,0.2484670754465476,18.508583690987123,inputs/yongxing_2024-04-21-birdnet-05_50_43.mp3
2782,liangzhuang_2023-06-04-birdnet-10_37_49,0.035376414615792,liangzhuang,16.0,6.427996666666669,61.0,5.0,0.0,0.0,340.1209716796875,0.1892828579045588,18.30985915492958,inputs/liangzhuang_2023-06-04-birdnet-10_37_49.mp3
2783,liangzhuang_2023-05-27-birdnet-05_49_07,0.0352710847525979,liangzhuang,16.0,10.499996666666672,30.0,14.0,0.0,0.0,358.531494140625,0.2287390029325513,26.223776223776223,inputs/liangzhuang_2023-05-27-birdnet-05_49_07.mp3
2784,yongxing_2024-04-21-birdnet-05_01_43,0.0352656143769824,yongxing,5.0,1.7253300000000014,38.0,1.0,8.0,1.0,354.685302734375,0.0927752599306851,47.77298850574713,inputs/yongxing_2024-04-21-birdnet-05_01_43.mp3
2785,yongxing_2024-04-21-birdnet-05_01_13,0.0352444444168435,yongxing,6.0,1.5586633333333353,26.0,1.0,5.0,1.0,355.103515625,0.0903758997600639,33.1858407079646,inputs/yongxing_2024-04-21-birdnet-05_01_13.mp3
2786,yongxing_2023-05-18-birdnet-12_45_35,0.0351805588881657,yongxing,12.0,3.5719966666666663,76.0,1.0,0.0,0.0,375.64697265625,0.0874433484404158,38.87195121951219,inputs/yongxing_2023-05-18-birdnet-12_45_35.mp3
2787,liangzhuang_2024-05-22-birdnet-20_19_04,0.0351461174726566,liangzhuang,7.0,2.942663333333332,51.0,0.0,0.0,0.0,359.06597900390625,0.1668888296454279,25.159744408945688,inputs/liangzhuang_2024-05-22-birdnet-20_19_04.mp3
2788,liangzhuang_2023-06-22-birdnet-06_46_27,0.0339406931979788,liangzhuang,10.0,3.8026633333333386,59.0,1.0,0.0,0.0,351.1761779785156,0.1772860570514529,23.308270676691727,inputs/liangzhuang_2023-06-22-birdnet-06_46_27.mp3
2789,yongxing_2024-04-23-birdnet-14_29_42,0.0339343663234416,yongxing,8.0,2.815996666666667,73.0,1.0,0.0,0.0,357.35040283203125,0.1612903225806451,26.859504132231407,inputs/yongxing_2024-04-23-birdnet-14_29_42.mp3
2790,yongxing_2024-04-21-birdnet-06_45_14,0.0339326975732297,yongxing,13.0,4.550663333333333,61.0,2.0,0.0,0.0,404.7900695800781,0.1250333244468141,32.24946695095949,inputs/yongxing_2024-04-21-birdnet-06_45_14.mp3
2791,yongxing_2023-05-29-birdnet-08_59_00,0.0338712865216253,yongxing,8.0,3.226663333333338,46.0,2.0,0.0,0.0,359.8415832519531,0.1674220207944548,22.093949044585987,inputs/yongxing_2023-05-29-birdnet-08_59_00.mp3
2792,liangzhuang_2023-05-26-birdnet-10_12_33,0.0338630612064207,liangzhuang,17.0,7.305330000000005,56.0,4.0,0.0,0.0,348.39227294921875,0.2210077312716609,16.43546441495778,inputs/liangzhuang_2023-05-26-birdnet-10_12_33.mp3
2793,liangzhuang_2023-05-25-birdnet-13_14_29,0.0338611656152051,liangzhuang,17.0,8.53733,55.0,3.0,1.0,1.0,359.5050354003906,0.0994401492935217,48.59249329758713,inputs/liangzhuang_2023-05-25-birdnet-13_14_29.mp3
2794,minqin_2023-06-14-birdnet-10_50_58,0.0338608248555643,minqin,18.0,5.450663333333335,74.0,7.0,0.0,0.0,395.85552978515625,0.1610237270061317,42.83940397350994,inputs/minqin_2023-06-14-birdnet-10_50_58.mp3
2795,liangzhuang_2023-06-05-birdnet-09_24_32,0.0338591113613862,liangzhuang,8.0,3.691996666666672,62.0,1.0,0.0,0.0,365.5082092285156,0.1519594774726739,26.535087719298247,inputs/liangzhuang_2023-06-05-birdnet-09_24_32.mp3
2796,liangzhuang_2023-06-20-birdnet-13_45_26,0.0338557569996127,liangzhuang,19.0,8.051996666666668,53.0,1.0,2.0,1.0,359.69891357421875,0.1418288456411623,31.01503759398496,inputs/liangzhuang_2023-06-20-birdnet-13_45_26.mp3
2797,liangzhuang_2023-06-22-birdnet-08_43_27,0.033855429614869,liangzhuang,9.0,5.437330000000003,48.0,7.0,0.0,0.0,373.7124938964844,0.1340975739802719,28.57852882703777,inputs/liangzhuang_2023-06-22-birdnet-08_43_27.mp3
2798,yongxing_2024-05-05-birdnet-19_50_05,0.033844505923387,yongxing,15.0,7.72133,69.0,1.0,0.0,0.0,386.2268676757813,0.238336443615036,26.146532438478747,inputs/yongxing_2024-05-05-birdnet-19_50_05.mp3
2799,minqin_2023-07-15-birdnet-06_07_07,0.0338431981179723,minqin,20.0,8.719996666666663,45.0,5.0,1.0,1.0,392.4409790039063,0.1503599040255931,44.769503546099294,inputs/minqin_2023-07-15-birdnet-06_07_07.mp3
2800,liujiaxia_2024-04-22-birdnet-07_23_09,0.033836055269191,liujiaxia,13.0,4.498663333333332,52.0,1.0,0.0,0.0,367.104248046875,0.1002399360170621,55.85106382978724,inputs/liujiaxia_2024-04-22-birdnet-07_23_09.mp3
2801,yongxing_2024-05-19-birdnet-02_08_53,0.033832009576232,yongxing,10.0,4.41999666666667,47.0,1.0,0.0,0.0,373.1032104492188,0.1181018395094641,33.01354401805869,inputs/yongxing_2024-05-19-birdnet-02_08_53.mp3
2802,liangzhuang_2024-05-23-birdnet-15_18_44,0.0338318433650289,liangzhuang,11.0,4.763996666666669,54.0,1.0,0.0,0.0,387.7486572265625,0.1988802985870434,25.636729222520103,inputs/liangzhuang_2024-05-23-birdnet-15_18_44.mp3
2803,liujiaxia_2024-06-26-birdnet-09_26_07,0.0338308712267985,liujiaxia,8.0,2.501330000000003,53.0,1.0,0.0,0.0,349.4462280273437,0.1410290589176219,25.99243856332703,inputs/liujiaxia_2024-06-26-birdnet-09_26_07.mp3
2804,yongxing_2024-05-02-birdnet-18_05_13,0.0338304449410803,yongxing,10.0,5.17333,53.0,6.0,0.0,0.0,357.538330078125,0.1447613969608104,31.53775322283609,inputs/yongxing_2024-05-02-birdnet-18_05_13.mp3
2805,liangzhuang_2023-05-26-birdnet-14_22_04,0.0338290844126344,liangzhuang,8.0,2.863996666666667,57.0,4.0,0.0,0.0,358.18487548828125,0.1178352439349506,44.96606334841629,inputs/liangzhuang_2023-05-26-birdnet-14_22_04.mp3
2806,yongxing_2023-05-26-birdnet-07_48_51,0.0338197810997577,yongxing,7.0,2.370663333333333,52.0,1.0,0.0,0.0,363.8118591308594,0.1804852039456145,25.664697193500736,inputs/yongxing_2023-05-26-birdnet-07_48_51.mp3
2807,yongxing_2023-05-19-birdnet-05_34_14,0.0338177396030121,yongxing,15.0,4.393330000000001,71.0,1.0,2.0,1.0,344.44482421875,0.1535590509197547,24.739583333333336,inputs/yongxing_2023-05-19-birdnet-05_34_14.mp3
2808,liangzhuang_2024-06-28-birdnet-13_05_24,0.0338168790679207,liangzhuang,15.0,5.425330000000002,71.0,2.0,0.0,0.0,361.498291015625,0.1247667288723007,32.05128205128205,inputs/liangzhuang_2024-06-28-birdnet-13_05_24.mp3
2809,guanyinya_2023-06-16-birdnet-12_31_10,0.0338165574747725,guanyinya,21.0,10.707996666666665,47.0,12.0,0.0,0.0,415.52740478515625,0.1567581978139162,34.013605442176875,inputs/guanyinya_2023-06-16-birdnet-12_31_10.mp3
2810,shuanghe_2023-06-14-birdnet-19_38_37,0.0338081827399896,shuanghe,9.0,3.387996666666666,59.0,2.0,0.0,0.0,363.5240173339844,0.1085043988269794,46.990171990172,inputs/shuanghe_2023-06-14-birdnet-19_38_37.mp3
2811,liujiaxia_2023-06-05-birdnet-17_03_34,0.0338079751676839,liujiaxia,9.0,3.5573300000000003,45.0,1.0,0.0,0.0,341.59967041015625,0.1572913889629432,16.73728813559322,inputs/liujiaxia_2023-06-05-birdnet-17_03_34.mp3
2812,yongxing_2024-05-12-birdnet-10_37_14,0.0338063179207366,yongxing,36.0,17.089330000000004,51.0,1.0,1.0,1.0,394.15667724609375,0.0882431351639562,61.55589123867069,inputs/yongxing_2024-05-12-birdnet-10_37_14.mp3
2813,guanyinya_2023-06-14-birdnet-11_47_11,0.0338052107536088,guanyinya,27.0,11.110663333333331,69.0,4.0,0.0,0.0,379.19085693359375,0.1948813649693415,32.831737346101235,inputs/guanyinya_2023-06-14-birdnet-11_47_11.mp3
2814,liangzhuang_2023-06-18-birdnet-08_12_01,0.0338011159056342,liangzhuang,10.0,3.519996666666668,56.0,1.0,0.0,0.0,372.1277770996094,0.1210343908291122,25.330396475770925,inputs/liangzhuang_2023-06-18-birdnet-08_12_01.mp3
2815,yongxing_2024-04-22-birdnet-17_55_30,0.0337979680200877,yongxing,14.0,3.747996666666669,69.0,3.0,1.0,1.0,356.34783935546875,0.2292721940815782,23.982558139534884,inputs/yongxing_2024-04-22-birdnet-17_55_30.mp3
2816,liujiaxia_2024-04-21-birdnet-00_43_16,0.0337977815108306,liujiaxia,11.0,2.9479966666666666,60.0,1.0,0.0,0.0,360.9765319824219,0.1764862703279125,41.35196374622356,inputs/liujiaxia_2024-04-21-birdnet-00_43_16.mp3
2817,yongxing_2023-05-18-birdnet-13_19_36,0.0337962037381435,yongxing,21.0,7.486663333333336,74.0,5.0,1.0,1.0,370.12738037109375,0.1636896827512663,27.28013029315961,inputs/yongxing_2023-05-18-birdnet-13_19_36.mp3
2818,minqin_2023-06-13-birdnet-18_15_43,0.0337926461345649,minqin,11.0,5.942663333333334,58.0,2.0,0.0,0.0,386.3199462890625,0.1455611836843508,42.12454212454213,inputs/minqin_2023-06-13-birdnet-18_15_43.mp3
2819,yongxing_2023-06-18-birdnet-07_08_09,0.0337916477495605,yongxing,8.0,2.869329999999998,63.0,0.0,0.0,0.0,379.45062255859375,0.1786190349240202,29.104477611940297,inputs/yongxing_2023-06-18-birdnet-07_08_09.mp3
2820,yongxing_2023-05-18-birdnet-09_54_04,0.0337914270449139,yongxing,12.0,2.999996666666668,64.0,2.0,2.0,1.0,349.12408447265625,0.1143695014662756,34.09090909090909,inputs/yongxing_2023-05-18-birdnet-09_54_04.mp3
2821,liangzhuang_2023-05-30-birdnet-16_35_19,0.0337912559077944,liangzhuang,13.0,4.315996666666669,35.0,8.0,0.0,0.0,367.91510009765625,0.0919754732071447,34.05797101449276,inputs/liangzhuang_2023-05-30-birdnet-16_35_19.mp3
2822,liangzhuang_2023-06-22-birdnet-06_29_27,0.0337888193449295,liangzhuang,6.0,2.134663333333334,35.0,2.0,1.0,1.0,353.0440368652344,0.0999733404425486,26.0,inputs/liangzhuang_2023-06-22-birdnet-06_29_27.mp3
2823,liangzhuang_2023-05-26-birdnet-19_57_35,0.033788679031829,liangzhuang,9.0,3.1333299999999995,56.0,3.0,0.0,0.0,360.765869140625,0.0943748333777659,69.91525423728814,inputs/liangzhuang_2023-05-26-birdnet-19_57_35.mp3
2824,minqin_2023-07-07-birdnet-16_53_52,0.0337884430689873,minqin,27.0,8.189329999999998,51.0,7.0,0.0,0.0,380.4512023925781,0.13009864036257,40.21516393442623,inputs/minqin_2023-07-07-birdnet-16_53_52.mp3
2825,liangzhuang_2024-06-28-birdnet-10_01_52,0.0337874840320926,liangzhuang,10.0,3.2613299999999974,49.0,3.0,1.0,1.0,349.5676574707031,0.1122367368701679,41.8646080760095,inputs/liangzhuang_2024-06-28-birdnet-10_01_52.mp3
2826,liangzhuang_2023-05-26-birdnet-07_34_03,0.0337871806215096,liangzhuang,10.0,5.01333,50.0,4.0,0.0,0.0,366.1243591308594,0.1114369501466275,41.566985645933016,inputs/liangzhuang_2023-05-26-birdnet-07_34_03.mp3
2827,minqin_2024-05-28-birdnet-05_41_24,0.0337868654002126,minqin,20.0,7.40133,69.0,1.0,0.0,0.0,383.2692565917969,0.2039456145027992,29.08496732026144,inputs/minqin_2024-05-28-birdnet-05_41_24.mp3
2828,liangzhuang_2023-06-04-birdnet-13_11_51,0.0337855510847455,liangzhuang,11.0,3.521329999999999,57.0,2.0,0.0,0.0,354.256103515625,0.1578245801119701,27.871621621621625,inputs/liangzhuang_2023-06-04-birdnet-13_11_51.mp3
2829,minqin_2023-06-11-birdnet-08_09_02,0.0337843785297294,minqin,13.0,3.754663333333337,77.0,3.0,0.0,0.0,385.0896911621094,0.1698213809650759,28.06122448979592,inputs/minqin_2023-06-11-birdnet-08_09_02.mp3
2830,minqin_2024-06-14-birdnet-15_13_17,0.0337838083655443,minqin,15.0,4.379996666666667,65.0,3.0,0.0,0.0,395.9291687011719,0.118635030658491,43.53932584269663,inputs/minqin_2024-06-14-birdnet-15_13_17.mp3
2831,yongxing_2023-05-29-birdnet-14_01_03,0.0337832832946162,yongxing,11.0,4.542663333333332,48.0,6.0,0.0,0.0,346.3597106933594,0.1671554252199413,24.92025518341308,inputs/yongxing_2023-05-29-birdnet-14_01_03.mp3
2832,liangzhuang_2023-06-20-birdnet-17_51_56,0.033782999385389,liangzhuang,10.0,3.1453300000000013,57.0,2.0,1.0,1.0,372.77679443359375,0.097307384697414,38.35616438356165,inputs/liangzhuang_2023-06-20-birdnet-17_51_56.mp3
2833,liangzhuang_2024-06-28-birdnet-16_10_56,0.0337799143505153,liangzhuang,8.0,3.038663333333333,64.0,2.0,0.0,0.0,350.3441772460937,0.1463609704078912,34.38069216757741,inputs/liangzhuang_2024-06-28-birdnet-16_10_56.mp3
2834,liangzhuang_2023-06-04-birdnet-10_43_19,0.0337793875519114,liangzhuang,14.0,4.091996666666667,69.0,12.0,0.0,0.0,411.4092712402344,0.1351639562783257,38.95463510848126,inputs/liangzhuang_2023-06-04-birdnet-10_43_19.mp3
2835,liangzhuang_2023-05-25-birdnet-08_56_58,0.0337787961289599,liangzhuang,15.0,5.977329999999999,61.0,3.0,0.0,0.0,364.725341796875,0.1490269261530258,42.03935599284437,inputs/liangzhuang_2023-05-25-birdnet-08_56_58.mp3
2836,yongxing_2023-05-27-birdnet-07_34_04,0.0337754480580725,yongxing,6.0,2.082663333333336,41.0,1.0,0.0,0.0,343.7426147460937,0.1332977872567315,29.0,inputs/yongxing_2023-05-27-birdnet-07_34_04.mp3
2837,yongxing_2023-06-18-birdnet-11_08_57,0.0337737857816081,yongxing,20.0,11.929330000000004,53.0,1.0,0.0,0.0,424.46826171875,0.162356704878699,34.48275862068966,inputs/yongxing_2023-06-18-birdnet-11_08_57.mp3
2838,guanyinya_2024-07-17-birdnet-12_13_27,0.0337735747013377,guanyinya,14.0,3.91599666666667,76.0,1.0,0.0,0.0,394.2495422363281,0.1543588376432951,31.95164075993092,inputs/guanyinya_2024-07-17-birdnet-12_13_27.mp3
2839,liangzhuang_2023-05-27-birdnet-10_06_38,0.0337728160756462,liangzhuang,11.0,4.071996666666666,50.0,2.0,0.0,0.0,374.683837890625,0.1759530791788856,32.95454545454545,inputs/liangzhuang_2023-05-27-birdnet-10_06_38.mp3
2840,liangzhuang_2023-06-06-birdnet-09_59_53,0.033772179455197,liangzhuang,9.0,4.514663333333334,49.0,3.0,0.0,0.0,371.0947265625,0.1879498800319914,25.177304964539008,inputs/liangzhuang_2023-06-06-birdnet-09_59_53.mp3
2841,yongxing_2023-06-16-birdnet-05_28_00,0.0337720884978347,yongxing,17.0,7.207996666666665,68.0,3.0,0.0,0.0,349.267822265625,0.1436950146627566,32.69944341372913,inputs/yongxing_2023-06-16-birdnet-05_28_00.mp3
2842,liangzhuang_2023-05-26-birdnet-19_52_05,0.0337695715155413,liangzhuang,6.0,2.10133,47.0,3.0,1.0,1.0,351.4423828125,0.1135697147427352,35.50469483568075,inputs/liangzhuang_2023-05-26-birdnet-19_52_05.mp3
2843,shuanghe_2023-06-11-birdnet-13_31_09,0.0337661229824492,shuanghe,12.0,3.59733,69.0,5.0,0.0,0.0,393.9370727539063,0.1026392961876832,38.96103896103896,inputs/shuanghe_2023-06-11-birdnet-13_31_09.mp3
2844,liangzhuang_2024-07-02-birdnet-05_32_45,0.0337640400795438,liangzhuang,11.0,3.62133,65.0,1.0,1.0,1.0,375.3603210449219,0.1348973607038123,40.76086956521739,inputs/liangzhuang_2024-07-02-birdnet-05_32_45.mp3
2845,liujiaxia_2023-06-05-birdnet-13_56_32,0.0337624780490923,liujiaxia,22.0,8.26533,49.0,6.0,0.0,0.0,369.74017333984375,0.1380965075979738,27.268339768339768,inputs/liujiaxia_2023-06-05-birdnet-13_56_32.mp3
2846,liujiaxia_2023-07-12-birdnet-12_45_00,0.033762052763112,liujiaxia,7.0,2.4626633333333325,39.0,2.0,1.0,1.0,370.5901489257813,0.1106371634230871,36.44578313253013,inputs/liujiaxia_2023-07-12-birdnet-12_45_00.mp3
2847,liangzhuang_2023-06-03-birdnet-18_37_40,0.0337596700788992,liangzhuang,11.0,5.607996666666667,52.0,2.0,0.0,0.0,351.72869873046875,0.2079445481205012,21.7948717948718,inputs/liangzhuang_2023-06-03-birdnet-18_37_40.mp3
2848,yongxing_2024-07-19-birdnet-05_59_05,0.0337585049188161,yongxing,16.0,6.238663333333337,57.0,5.0,0.0,0.0,350.8881225585937,0.129565449213543,34.72222222222222,inputs/yongxing_2024-07-19-birdnet-05_59_05.mp3
2849,liujiaxia_2023-06-10-birdnet-14_01_55,0.0337560551516685,liujiaxia,8.0,5.753329999999999,32.0,8.0,0.0,0.0,387.3179626464844,0.151426286323647,40.71302816901409,inputs/liujiaxia_2023-06-10-birdnet-14_01_55.mp3
2850,liangzhuang_2023-06-19-birdnet-06_27_13,0.0337546730878059,liangzhuang,15.0,4.742663333333334,71.0,1.0,0.0,0.0,373.7370300292969,0.1114369501466275,38.875598086124405,inputs/liangzhuang_2023-06-19-birdnet-06_27_13.mp3
2851,liujiaxia_2024-04-22-birdnet-06_59_39,0.0337496892697311,liujiaxia,16.0,6.887996666666666,50.0,4.0,1.0,1.0,380.2448425292969,0.1943481738203145,34.807956104252405,inputs/liujiaxia_2024-04-22-birdnet-06_59_39.mp3
2852,yongxing_2024-05-14-birdnet-11_51_49,0.0337478274498396,yongxing,16.0,4.974663333333332,61.0,0.0,0.0,0.0,365.76214599609375,0.1647560650493202,34.5873786407767,inputs/yongxing_2024-05-14-birdnet-11_51_49.mp3
2853,liujiaxia_2023-06-23-birdnet-14_10_11,0.0337457412166275,liujiaxia,22.0,11.386663333333331,41.0,2.0,0.0,0.0,351.9281616210937,0.169288189816049,24.21259842519685,inputs/liujiaxia_2023-06-23-birdnet-14_10_11.mp3
2854,liangzhuang_2024-05-22-birdnet-20_10_04,0.0337444736495542,liangzhuang,8.0,4.31733,37.0,1.0,0.0,0.0,418.89837646484375,0.129565449213543,41.9238683127572,inputs/liangzhuang_2024-05-22-birdnet-20_10_04.mp3
2855,minqin_2024-06-15-birdnet-10_52_28,0.0337430035695776,minqin,13.0,3.8199966666666665,52.0,1.0,0.0,0.0,354.9332275390625,0.1229005598507064,27.38611713665944,inputs/minqin_2024-06-15-birdnet-10_52_28.mp3
2856,guanyinya_2023-06-16-birdnet-14_29_41,0.0337426331284381,guanyinya,13.0,5.238663333333333,70.0,3.0,0.0,0.0,353.3888854980469,0.1780858437749933,27.69461077844312,inputs/guanyinya_2023-06-16-birdnet-14_29_41.mp3
2857,minqin_2023-06-13-birdnet-12_53_09,0.0337425616482537,minqin,11.0,4.30666333333334,67.0,1.0,0.0,0.0,371.7171020507813,0.1532924553452412,29.782608695652176,inputs/minqin_2023-06-13-birdnet-12_53_09.mp3
2858,shuanghe_2023-06-18-birdnet-18_25_55,0.0337419799083332,shuanghe,13.0,3.834663333333333,65.0,2.0,0.0,0.0,348.8572692871094,0.1407624633431085,35.984848484848484,inputs/shuanghe_2023-06-18-birdnet-18_25_55.mp3
2859,shuanghe_2023-07-03-birdnet-13_46_38,0.0337389503275669,shuanghe,12.0,5.705330000000004,47.0,3.0,0.0,0.0,361.1995239257813,0.1916822180751799,23.643949930458973,inputs/shuanghe_2023-07-03-birdnet-13_46_38.mp3
2860,liujiaxia_2023-06-27-birdnet-07_50_09,0.0337367948449068,liujiaxia,10.0,4.243996666666666,36.0,3.0,0.0,0.0,364.9019775390625,0.1263663023193815,37.9746835443038,inputs/liujiaxia_2023-06-27-birdnet-07_50_09.mp3
2861,yongxing_2023-05-26-birdnet-10_33_22,0.0337311744299672,yongxing,8.0,3.011996666666666,54.0,1.0,0.0,0.0,353.8653259277344,0.1746201013063183,22.709923664122137,inputs/yongxing_2023-05-26-birdnet-10_33_22.mp3
2862,liangzhuang_2023-06-06-birdnet-16_29_56,0.0337295108473519,liangzhuang,18.0,7.270663333333333,61.0,3.0,1.0,1.0,360.5698547363281,0.1250333244468141,32.51599147121535,inputs/liangzhuang_2023-06-06-birdnet-16_29_56.mp3
2863,liangzhuang_2023-05-26-birdnet-15_46_04,0.033729368723236,liangzhuang,22.0,11.66399666666667,55.0,2.0,1.0,1.0,365.5361328125,0.2692615302585977,21.65841584158416,inputs/liangzhuang_2023-05-26-birdnet-15_46_04.mp3
2864,liangzhuang_2023-06-04-birdnet-17_38_53,0.0337288314746944,liangzhuang,10.0,3.3586633333333333,60.0,1.0,0.0,0.0,362.7682495117188,0.1714209544121567,23.32814930015552,inputs/liangzhuang_2023-06-04-birdnet-17_38_53.mp3
2865,yongxing_2024-05-02-birdnet-23_39_15,0.0337286800676201,yongxing,33.0,14.426663333333334,53.0,1.0,1.0,1.0,353.01483154296875,0.2948547054118902,19.552441229656417,inputs/yongxing_2024-05-02-birdnet-23_39_15.mp3
2866,liangzhuang_2023-05-26-birdnet-07_10_33,0.0337274308420719,liangzhuang,12.0,6.287996666666668,40.0,1.0,0.0,0.0,366.0686340332031,0.2404692082111437,33.12084257206208,inputs/liangzhuang_2023-05-26-birdnet-07_10_33.mp3
2867,liangzhuang_2023-06-06-birdnet-19_09_58,0.0337263771849784,liangzhuang,29.0,8.747996666666669,76.0,7.0,0.0,0.0,364.3477478027344,0.118635030658491,41.01123595505618,inputs/liangzhuang_2023-06-06-birdnet-19_09_58.mp3
2868,liujiaxia_2023-06-10-birdnet-14_36_55,0.0337263317025713,liujiaxia,12.0,5.386663333333333,40.0,6.0,0.0,0.0,352.6435546875,0.1351639562783257,31.55818540433925,inputs/liujiaxia_2023-06-10-birdnet-14_36_55.mp3
2869,liujiaxia_2024-04-22-birdnet-10_30_42,0.0337249892522197,liujiaxia,9.0,3.294663333333333,64.0,1.0,0.0,0.0,365.09478759765625,0.1642228739002932,29.017857142857142,inputs/liujiaxia_2024-04-22-birdnet-10_30_42.mp3
2870,minqin_2024-05-20-birdnet-08_20_14,0.0337246152385154,minqin,9.0,4.430663333333333,17.0,3.0,0.0,0.0,384.4596557617188,0.0959744068248467,35.41666666666667,inputs/minqin_2024-05-20-birdnet-08_20_14.mp3
2871,liujiaxia_2024-04-21-birdnet-15_54_56,0.0337245953299849,liujiaxia,14.0,4.6426633333333385,66.0,2.0,0.0,0.0,421.18841552734375,0.20554518794988,40.53177691309987,inputs/liujiaxia_2024-04-21-birdnet-15_54_56.mp3
2872,liangzhuang_2023-06-17-birdnet-11_13_20,0.0337244667028202,liangzhuang,7.0,2.5413300000000003,59.0,2.0,1.0,1.0,350.7211303710937,0.1173020527859237,32.95454545454545,inputs/liangzhuang_2023-06-17-birdnet-11_13_20.mp3
