source_file,n_seg_all,max_bout_all,bout_dur_all,active_dur_all
guanyinya_2023-06-13-birdnet-11_17_28,61,15,4.76933,14.937130000000037
guanyinya_2023-06-13-birdnet-11_17_58,74,16,4.957329999999999,18.03042000000006
guanyinya_2023-06-13-birdnet-11_18_28,72,9,2.919996666666667,13.521093333333393
guanyinya_2023-06-13-birdnet-11_18_58,79,17,4.550663333333331,14.345070000000042
guanyinya_2023-06-13-birdnet-11_19_28,68,15,5.170663333333334,17.36510666666673
guanyinya_2023-06-13-birdnet-11_20_28,71,9,2.506663333333334,12.333096666666725
guanyinya_2023-06-13-birdnet-11_21_28,76,32,12.35199666666667,17.25841333333341
guanyinya_2023-06-13-birdnet-11_21_58,75,30,10.338663333333331,19.010416666666746
guanyinya_2023-06-13-birdnet-11_22_28,60,22,9.19333,19.75580000000003
guanyinya_2023-06-13-birdnet-11_22_58,76,29,9.582663333333336,16.999746666666752
guanyinya_2023-06-13-birdnet-11_26_58,70,6,1.5279966666666702,10.354433333333393
guanyinya_2023-06-13-birdnet-11_27_28,64,9,3.578663333333333,12.355786666666722
guanyinya_2023-06-13-birdnet-11_27_58,73,19,7.450663333333335,13.913090000000064
guanyinya_2023-06-13-birdnet-11_28_28,42,8,2.81733,9.157193333333355
guanyinya_2023-06-13-birdnet-11_28_58,49,9,2.529330000000005,7.399836666666698
guanyinya_2023-06-13-birdnet-11_31_28,52,6,1.9773299999999998,8.529160000000047
guanyinya_2023-06-13-birdnet-11_31_58,67,14,5.930663333333339,11.501110000000052
guanyinya_2023-06-13-birdnet-11_32_28,69,11,3.17733,11.58110333333341
guanyinya_2023-06-13-birdnet-11_32_58,67,11,3.210663333333329,10.947776666666726
guanyinya_2023-06-13-birdnet-11_33_28,57,8,2.465330000000005,8.737143333333364
guanyinya_2023-06-13-birdnet-11_33_58,63,5,1.41733,9.094456666666705
guanyinya_2023-06-13-birdnet-11_34_28,51,6,1.4853300000000011,8.046496666666702
guanyinya_2023-06-13-birdnet-11_34_58,47,6,1.4773299999999985,10.399843333333369
guanyinya_2023-06-13-birdnet-11_35_28,55,6,2.126663333333333,8.889150000000054
guanyinya_2023-06-13-birdnet-11_35_58,52,4,1.010663333333337,7.922493333333393
